idade_usuario,salario_usuario,moradia_usuario,tempo_trabalho_usuario,motivo_emprestimo,pontuacao_emprestimo,valor_emprestimo,taxa_emprestimo,status_emprestimo,renda_percentual_emprestimo,status_inadimplencia,tempo_credito
27,87000,Hipotecada,11,Empreendimento,C,21125,13.92,0,0.24,N,5
22,19800,Alugada,4,Medico,A,8000,NULL,1,0.4,N,4
24,109000,Hipotecada,8,Educacao,B,6000,11.99,0,0.06,N,4
24,106839,Hipotecada,8,"Pagamento de Débitos",A,14000,7.88,0,0.13,N,4
23,70000,Hipotecada,7,"Pagamento de Débitos",B,15000,11.14,0,0.21,N,4
30,33000,Hipotecada,0,"Pagamento de Débitos",C,3000,11.66,0,0.09,N,8
28,124886,Hipotecada,12,Pessoal,B,5000,11.99,1,0.04,N,5
28,NULL,Hipotecada,11,,A,13350,14.59,1,0.27,N,2
24,54996,Alugada,0,Medico,C,12500,12.87,0,0.23,N,2
24,55605,Hipotecada,8,Medico,B,6500,10.99,0,0.12,N,2
22,31193,Propria,0,"Pagamento de Débitos",D,4000,14.74,0,0.13,Y,2
30,96300,Hipotecada,1,Educacao,C,18000,13.98,0,0.19,N,9
24,141000,Hipotecada,0,Empreendimento,A,10000,5.99,0,0.07,N,3
28,43150,Alugada,3,Empreendimento,B,6000,9.99,0,0.14,N,9
25,78000,Alugada,5,"Melhoria do lar",C,3200,12.99,0,0.04,Y,4
27,54120,Hipotecada,2,Empreendimento,B,6000,11.36,0,0.11,N,6
23,37700,Hipotecada,7,"Pagamento de Débitos",,NULL,10.99,0,0.25,N,4
34,100000,Hipotecada,8,"Melhoria do lar",A,15000,6.17,0,0.15,N,10
28,62400,Alugada,2,Empreendimento,B,14000,10.99,0,0.22,N,10
34,63000,Alugada,3,Educacao,B,5600,11.58,0,0.09,N,5
24,30500,Alugada,2,Pessoal,F,6800,21.74,1,0.22,Y,4
29,220000,Hipotecada,0,Educacao,A,2500,6.99,0,0.01,N,5
22,30000,Alugada,3,,B,1200,NULL,0,0.03,N,2
43,400000,Hipotecada,5,Empreendimento,B,28000,9.91,0,0.07,N,11
22,128165,Alugada,6,"Pagamento de Débitos",A,14000,8.94,0,0.11,N,3
29,67000,Alugada,1,Educacao,C,15000,13.57,0,0.22,N,9
25,55000,Hipotecada,9,Empreendimento,B,5000,9.91,0,0.09,N,4
30,54000,Hipotecada,3,Medico,D,15250,14.42,1,0.28,Y,8
25,45000,Alugada,4,Medico,A,3000,7.9,0,0.07,N,4
27,45336,Hipotecada,12,Medico,B,4800,NULL,0,0.11,N,8
28,130000,Alugada,0,"Melhoria do lar",C,3000,14.22,0,0.02,N,8
27,36400,Alugada,5,Medico,A,9000,7.49,0,0.25,N,8
26,79000,Hipotecada,6,Pessoal,C,14000,13.57,0,0.18,Y,3
28,40000,Propria,2,Educacao,A,3600,6.99,0,0.09,N,10
26,48000,Alugada,1,Pessoal,C,15000,NULL,1,0.31,Y,2
21,22600,Alugada,3,Educacao,C,6000,12.23,0,0.27,N,4
22,49000,Hipotecada,NULL,Pessoal,A,16750,6.91,0,0.34,N,4
25,41000,Alugada,1,Pessoal,D,4000,14.84,1,0.1,Y,4
22,32496,Alugada,4,Pessoal,,15000,16.32,NULL,0.25,N,13
31,32000,Hipotecada,3,"Pagamento de Débitos",B,6000,11.86,0,0.19,N,8
34,68000,Hipotecada,1,Educacao,C,15000,11.78,0,0.22,Y,7
23,39996,Alugada,6,Pessoal,B,5000,10.2,0,0.13,N,2
25,150000,Hipotecada,9,"Pagamento de Débitos",A,12000,NULL,0,0.08,N,4
26,83000,Alugada,6,Medico,C,7000,13.49,0,0.08,Y,3
25,50000,,6,"Melhoria do lar",C,5500,8.94,0,0.1,,3
35,25200,Alugada,2,"Pagamento de Débitos",C,7050,12.23,0,0.28,Y,7
23,120000,Hipotecada,NULL,Pessoal,A,10000,NULL,0,0.08,N,2
22,70000,Hipotecada,1,Medico,A,8400,7.88,0,0.12,N,2
23,75000,Alugada,7,Educacao,A,5000,7.49,0,0.07,N,3
24,30000,Alugada,0,Pessoal,E,10000,19.29,1,0.33,Y,3
22,70000,Alugada,3,Empreendimento,C,9000,13.49,0,0.13,Y,2
22,91000,Alugada,2,Pessoal,B,8000,11.86,0,0.09,N,3
26,85000,Hipotecada,0,"Pagamento de Débitos",B,8000,NULL,0,0.09,N,3
23,54000,Alugada,7,"Pagamento de Débitos",B,8000,10.99,0,0.15,N,4
24,70000,Propria,0,Educacao,B,15000,12.18,0,0.21,N,2
29,65000,Hipotecada,5,Medico,B,6000,10.36,0,0.09,N,7
33,26000,Hipotecada,1,"Pagamento de Débitos",B,15000,9.76,1,0.58,N,6
22,40000,Hipotecada,6,Empreendimento,A,4750,NULL,0,0.12,N,2
24,93500,Alugada,2,Empreendimento,C,6400,13.23,0,0.07,Y,3
31,50000,Alugada,4,Pessoal,D,6000,15.62,0,0.12,Y,6
26,53000,Hipotecada,10,Empreendimento,A,12000,5.99,0,0.23,N,4
22,43000,Hipotecada,3,Educacao,A,2000,NULL,0,0.05,N,3
22,68000,Alugada,6,"Pagamento de Débitos",B,13500,10.62,0,0.2,N,4
21,70500,Alugada,5,Empreendimento,A,15000,8,0,0.21,N,3
27,100000,Alugada,12,Empreendimento,B,16000,11.11,0,0.16,N,5
30,58239,Hipotecada,3,,A,9600,5.99,0,NULL,N,3
33,58000,Hipotecada,2,Empreendimento,B,15000,9.91,0,0.26,N,9
26,59000,Alugada,10,Medico,A,20000,6.17,1,0.34,N,3
31,82524,Hipotecada,4,Empreendimento,A,12000,6.62,0,0.15,N,8
33,65000,Alugada,4,Empreendimento,A,1000,NULL,0,0.02,N,9
53,46000,Propria,9,Pessoal,B,4925,11.71,0,0.11,N,23
22,70000,Hipotecada,4,Empreendimento,A,5025,NULL,0,0.07,N,2
33,33600,Propria,3,Empreendimento,C,9500,12.99,0,0.28,N,8
24,47000,Hipotecada,1,Educacao,B,8500,NULL,0,0.18,N,4
25,65004,Alugada,1,"Melhoria do lar",C,4800,13.49,0,0.07,N,3
27,80000,Hipotecada,3,"Pagamento de Débitos",B,3000,11.11,0,0.04,N,7
32,80000,Alugada,2,Empreendimento,B,25000,NULL,1,0.31,N,8
23,30000,Hipotecada,2,Empreendimento,A,8000,7.88,0,0.27,N,2
21,35000,Hipotecada,6,"Pagamento de Débitos",B,15000,NULL,0,0.43,N,4
25,53000,Hipotecada,9,Empreendimento,A,10800,7.51,0,0.2,N,2
32,40000,Alugada,3,"Pagamento de Débitos",B,12000,11.89,0,0.3,N,10
29,108996,Hipotecada,12,Empreendimento,E,22000,NULL,0,0.2,Y,5
22,27000,Hipotecada,1,Educacao,B,12000,NULL,1,0.44,N,3
24,39000,Alugada,2,"Pagamento de Débitos",D,4000,NULL,1,0.1,Y,4
25,43200,Propria,9,Empreendimento,B,13800,11.48,0,0.32,N,2
23,33000,Alugada,7,Pessoal,D,5500,14.54,0,0.17,Y,3
34,91000,Hipotecada,19,Medico,B,15000,NULL,0,0.16,N,8
26,127500,Propria,9,Medico,D,24250,15.31,0,0.19,Y,4
29,111740,Hipotecada,4,Pessoal,C,5000,14.27,0,0.04,Y,6
24,130000,Hipotecada,8,"Melhoria do lar",A,15000,7.88,0,0.12,N,4
26,25104,Propria,0,"Pagamento de Débitos",D,5400,16.49,0,0.22,N,2
29,120000,Hipotecada,5,"Pagamento de Débitos",A,14000,6.17,1,0.12,N,9
22,49000,Hipotecada,4,Educacao,B,8000,10.25,1,0.16,N,4
27,33000,Hipotecada,7,Empreendimento,B,9500,9.96,NULL,0.16,N,15
33,125000,Hipotecada,17,Medico,B,8800,10.59,0,0.07,N,7
23,160000,Hipotecada,2,Educacao,D,25000,15.65,0,0.16,Y,2
35,93000,,12,Empreendimento,C,NULL,14.22,0,0.08,N,4
21,23040,Propria,0,Educacao,A,15000,8.94,0,0.65,N,2
26,26400,Hipotecada,10,Pessoal,C,8500,13.23,0,0.32,Y,3
21,60000,Hipotecada,4,Educacao,B,12000,11.36,0,0.2,N,3
64,120000,Hipotecada,0,Pessoal,B,20000,11.11,0,0.17,N,25
26,51000,Alugada,10,Medico,B,5000,12.42,1,0.1,N,4
22,67000,Hipotecada,0,Educacao,B,12000,11.99,0,0.18,N,4
24,75600,Hipotecada,5,Empreendimento,A,7200,5.99,0,0.1,N,2
33,116000,Hipotecada,2,"Melhoria do lar",C,5000,12.99,1,0.04,N,5
31,80000,Hipotecada,13,Educacao,A,20000,8.9,0,0.25,N,10
40,50000,Hipotecada,1,Educacao,B,12000,NULL,0,0.24,N,15
23,114000,Hipotecada,7,Educacao,C,8000,12.68,0,0.07,Y,3
29,45000,Propria,4,Empreendimento,B,20000,10.62,0,0.44,N,6
29,120000,Hipotecada,2,"Melhoria do lar",B,6900,10.65,0,0.06,N,6
44,60000,Hipotecada,4,"Melhoria do lar",B,15000,NULL,0,0.25,N,13
23,28989,Hipotecada,0,Educacao,A,10000,8,0,0.34,N,2
22,72000,Hipotecada,6,Educacao,E,8000,16.45,0,0.11,N,4
25,70000,Propria,9,"Melhoria do lar",B,10000,NULL,0,0.14,N,2
36,84000,Alugada,0,Educacao,B,20000,9.64,1,0.24,N,16
37,110000,Hipotecada,11,"Melhoria do lar",A,12000,7.88,0,0.11,N,16
31,30372,Alugada,2,Pessoal,D,20200,14.74,1,0.67,N,8
26,46800,Hipotecada,NULL,"Melhoria do lar",D,6000,14.91,0,0.13,N,2
35,110000,Alugada,9,"Pagamento de Débitos",C,25000,13.49,0,0.23,N,8
26,111000,Hipotecada,10,Medico,A,5000,5.79,0,0.05,N,3
38,65000,Propria,3,Pessoal,B,8000,10.62,0,0.12,N,14
27,31000,Propria,4,Medico,C,12000,12.73,0,0.39,Y,6
27,62000,Hipotecada,1,"Melhoria do lar",B,3275,9.33,0,0.05,N,8
24,22000,Alugada,0,"Pagamento de Débitos",B,2500,9.76,0,0.11,N,2
23,47496,Alugada,7,"Pagamento de Débitos",B,3500,12.69,0,0.07,N,3
29,48000,Alugada,9,"Pagamento de Débitos",C,5600,15.96,0,0.12,Y,7
23,69000,,5,,C,26000,14.27,1,0.31,Y,15
24,65000,Alugada,3,Educacao,B,8000,12.69,0,0.12,N,3
22,60000,Alugada,5,Pessoal,D,10900,15.65,0,0.18,N,2
22,36000,Alugada,0,Educacao,C,1500,13.16,1,0.04,Y,4
24,52500,Alugada,1,Educacao,C,9500,14.79,0,0.18,Y,3
43,68000,Propria,9,Educacao,A,5000,6.99,0,0.07,N,15
30,78000,Alugada,12,Pessoal,A,7000,6.54,0,0.09,N,5
29,46873,Hipotecada,9,Pessoal,A,11200,7.14,0,0.24,N,6
24,91800,Alugada,4,Pessoal,C,25000,13.43,0,0.27,Y,3
22,102000,Hipotecada,3,Medico,A,18000,8.49,0,0.18,N,3
29,108000,Hipotecada,2,Pessoal,D,24500,12.61,1,0.23,N,9
37,58000,Alugada,9,Medico,B,18200,10.99,1,0.31,N,11
34,75000,Alugada,4,"Pagamento de Débitos",B,14000,12.69,0,0.19,N,7
26,51996,Alugada,8,Medico,C,8400,13.99,0,0.16,Y,2
23,54000,Alugada,0,Medico,B,3600,12.42,0,0.07,N,3
24,67000,Propria,2,Medico,B,16000,12.69,0,0.24,N,4
31,65000,Hipotecada,3,Medico,,4500,12.98,1,0.1,N,6
28,53544,Alugada,12,"Melhoria do lar",C,1800,NULL,0,0.03,Y,7
28,64600,Alugada,3,Pessoal,C,10000,13.48,0,0.15,Y,7
27,39996,Alugada,4,Empreendimento,A,6500,9.63,0,0.16,N,7
23,52800,Alugada,6,Medico,B,3000,10.99,0,0.06,N,4
31,51000,Alugada,4,Educacao,B,6625,10.38,0,0.13,N,10
NULL,32496,Hipotecada,NULL,"Pagamento de Débitos",D,8275,9.01,0,0.07,N,8
25,33000,Alugada,9,Medico,A,3200,5.42,0,0.1,N,4
27,36000,Alugada,11,"Melhoria do lar",D,15000,16.77,1,0.42,N,9
51,55000,Hipotecada,5,Pessoal,D,16750,15.2,0,0.3,Y,21
47,65000,Alugada,2,Educacao,B,9500,11.89,0,0.15,N,14
23,88000,Hipotecada,1,Empreendimento,B,15000,12.42,0,0.17,N,2
31,78000,Hipotecada,1,"Melhoria do lar",C,20000,14.26,1,0.26,Y,10
24,65000,Alugada,4,Medico,B,10000,10.25,0,0.15,N,3
23,184000,Propria,5,Educacao,B,2500,11.83,0,0.01,N,2
22,60000,Alugada,1,Empreendimento,B,7500,NULL,0,0.13,N,4
24,60000,Alugada,4,Medico,A,10000,6.54,0,0.17,N,2
24,155000,Alugada,8,Educacao,B,18000,10.62,0,0.12,N,4
22,128000,Hipotecada,6,Empreendimento,A,21600,6.91,0,0.17,N,4
26,9840,Alugada,5,Empreendimento,B,1750,9.99,1,0.18,N,4
25,46000,Alugada,9,Pessoal,A,12000,5.42,0,0.26,N,3
21,30000,Hipotecada,0,Pessoal,A,4750,9.63,1,0.16,N,2
25,46800,Alugada,9,Medico,A,5000,6.76,0,0.11,N,3
52,116000,Hipotecada,6,Pessoal,B,12800,9.99,0,0.11,N,23
22,70000,Alugada,4,Educacao,B,10000,12.69,0,0.14,N,4
27,37000,Alugada,4,Educacao,B,7900,11.11,0,0.21,N,7
24,40000,Propria,6,Educacao,A,2800,8.49,0,0.07,N,4
27,41000,Alugada,2,Medico,A,6000,9.32,0,0.15,N,7
23,30000,Alugada,0,Pessoal,C,5000,11.59,0,0.17,Y,4
24,62900,Alugada,8,Medico,D,12000,15.62,1,0.16,Y,2
31,200000,Propria,4,"Melhoria do lar",B,23500,10.99,0,0.12,N,5
27,35000,Hipotecada,11,Medico,B,9000,11.49,0,0.26,N,5
21,98132,Hipotecada,5,Medico,B,15000,11.36,0,0.15,N,4
25,46000,Alugada,5,"Pagamento de Débitos",C,7200,NULL,0,0.16,Y,3
26,54996,Alugada,3,"Melhoria do lar",B,5000,11.86,0,0.09,N,2
28,96000,Hipotecada,12,Pessoal,B,6000,12.69,0,0.06,N,10
25,36000,Alugada,4,Empreendimento,B,15000,9.63,1,0.42,N,3
29,62000,Alugada,13,"Pagamento de Débitos",C,9000,NULL,0,0.15,N,7
30,116500,Hipotecada,9,"Pagamento de Débitos",C,15000,14.79,0,0.13,Y,7
25,110000,Hipotecada,1,"Pagamento de Débitos",B,10000,12.69,0,0.09,N,3
27,42500,Hipotecada,4,"Pagamento de Débitos",C,8000,13.06,0,0.19,N,5
23,102000,Hipotecada,7,"Pagamento de Débitos",C,6000,NULL,0,0.06,Y,3
31,39000,Alugada,0,"Melhoria do lar",D,16450,16.02,1,0.42,N,10
27,17000,Alugada,6,Pessoal,B,2875,11.71,1,0.17,N,10
37,60000,Alugada,4,Empreendimento,A,7175,7.9,0,0.12,N,14
21,23000,Alugada,5,Pessoal,C,6250,13.48,0,0.27,Y,3
61,53000,Hipotecada,3,Pessoal,A,7000,7.49,0,0.13,N,23
23,92000,Hipotecada,7,Empreendimento,E,7500,11.83,NULL,NULL,N,4
25,35000,Hipotecada,5,"Melhoria do lar",B,10000,11.99,0,0.29,N,4
22,83200,Alugada,3,Educacao,D,10000,16.29,0,0.12,N,4
43,90000,Alugada,5,"Pagamento de Débitos",B,10400,11.49,0,0.12,N,14
26,41000,Alugada,1,Medico,A,1300,7.9,0,0.03,N,4
27,50000,Hipotecada,7,Medico,A,9500,8.9,0,0.19,N,8
25,122000,Hipotecada,8,"Pagamento de Débitos",C,10000,13.57,0,0.08,Y,4
32,60000,Alugada,7,"Melhoria do lar",A,7000,7.51,0,0.12,N,8
28,35000,Alugada,4,"Pagamento de Débitos",A,2400,7.29,1,0.07,N,9
48,16800,Propria,0,"Melhoria do lar",B,3300,10.99,1,0.2,N,14
36,40000,Hipotecada,2,Educacao,A,6000,NULL,0,0.15,N,15
21,59000,Hipotecada,5,Pessoal,B,5600,11.49,0,0.09,N,4
26,150000,Hipotecada,10,"Pagamento de Débitos",B,14000,10.36,0,0.09,N,3
26,81000,Alugada,10,Educacao,E,21000,16.95,1,0.26,Y,3
22,17352,Hipotecada,NULL,Educacao,C,2250,15.27,0,0.13,Y,3
47,27000,Alugada,2,Pessoal,D,12000,13.3,1,0.44,N,12
21,12000,Alugada,NULL,Empreendimento,B,3200,11.49,1,0.27,N,2
24,34000,Alugada,3,Pessoal,D,10800,14.42,1,0.32,Y,4
52,50000,Alugada,3,Educacao,B,4500,11.89,0,0.09,N,25
24,35000,Alugada,4,Educacao,B,2000,10.59,0,0.06,N,3
28,96000,Hipotecada,8,Empreendimento,A,10000,7.66,0,0.1,N,7
23,60000,Hipotecada,5,Educacao,A,8850,6.99,0,0.15,N,3
38,51504,Alugada,3,Empreendimento,C,10500,12.53,0,0.2,N,17
27,55000,Alugada,11,"Pagamento de Débitos",B,13000,8.88,0,0.24,N,6
23,80000,Alugada,5,Pessoal,A,10000,8.49,0,0.13,N,2
46,56500,Alugada,4,"Melhoria do lar",B,12000,10.37,0,0.21,N,14
29,54548,Hipotecada,8,Empreendimento,A,6000,7.14,0,0.11,N,9
29,120000,Hipotecada,2,"Pagamento de Débitos",A,35000,8.9,0,0.29,N,6
27,51996,Alugada,7,"Melhoria do lar",C,7600,14.17,0,0.15,N,8
26,34000,Alugada,4,Pessoal,E,4200,16.82,1,0.12,Y,3
38,54000,Alugada,2,Medico,D,14000,NULL,1,0.26,N,17
57,62004,Hipotecada,13,Pessoal,C,2000,13.72,0,0.03,Y,24
22,84600,Hipotecada,4,Pessoal,A,6000,NULL,0,0.07,N,4
31,35600,Alugada,0,Medico,C,4000,13.61,0,0.11,N,5
25,48000,Alugada,8,Medico,A,11000,7.51,0,0.23,N,4
22,96000,Alugada,3,"Pagamento de Débitos",C,12000,13.61,0,0.13,Y,3
27,160000,Hipotecada,NULL,"Pagamento de Débitos",B,6000,10.99,0,0.04,N,6
25,23198,Alugada,2,Empreendimento,A,6000,8,0,0.26,N,4
24,23000,Alugada,0,Educacao,A,3000,8,0,0.13,N,3
27,81500,Alugada,2,"Melhoria do lar",E,20000,17.51,1,0.25,Y,8
29,98850,Alugada,6,"Melhoria do lar",A,12500,NULL,0,0.13,N,9
53,88000,Alugada,0,Educacao,A,5000,8.49,0,0.06,N,25
22,22500,Alugada,2,"Pagamento de Débitos",B,7000,10.38,1,0.31,N,3
30,24000,Alugada,6,Medico,D,5000,NULL,1,0.21,Y,8
28,90000,Hipotecada,13,"Melhoria do lar",A,1800,7.51,0,0.02,N,5
26,130000,Alugada,0,Educacao,B,4000,10.99,0,0.03,N,3
27,NULL,Hipotecada,7,Educacao,A,13125,NULL,NULL,0.09,N,9
27,75288,Hipotecada,12,Medico,B,18050,10,0,0.24,N,7
21,160000,Outros,5,Educacao,A,6000,8,0,0.04,N,4
41,60000,Hipotecada,18,Educacao,D,4900,14.09,0,0.08,Y,12
35,72000,Hipotecada,2,"Pagamento de Débitos",A,10750,7.51,0,0.15,N,9
43,40000,Hipotecada,3,Medico,B,18000,11.83,0,0.45,N,15
24,50004,Alugada,5,Pessoal,A,5000,7.14,0,0.1,N,3
54,29000,Hipotecada,7,Pessoal,B,2500,11.71,0,0.09,N,28
27,87988,Hipotecada,5,"Pagamento de Débitos",C,20000,12.84,0,0.23,Y,10
32,84000,Alugada,NULL,Pessoal,B,14400,11.99,0,0.17,N,6
33,86000,Hipotecada,5,Empreendimento,D,15000,16.49,0,0.17,Y,9
23,39000,Alugada,3,Educacao,B,3500,11.86,1,0.09,N,4
23,51400,Alugada,2,Pessoal,B,10000,10.65,0,0.19,N,3
38,64800,Alugada,15,Pessoal,B,7500,9.63,0,0.12,N,11
44,57000,Alugada,1,Medico,B,4200,NULL,0,0.07,N,13
24,26000,Alugada,1,Medico,B,12250,11.49,1,0.47,N,2
27,15600,Propria,0,Educacao,A,6400,7.74,1,0.41,N,9
26,36000,Alugada,NULL,Medico,A,5400,8.9,0,0.15,N,4
24,49500,Alugada,3,Educacao,B,NULL,10.74,0,NULL,N,5
28,44500,Hipotecada,5,"Pagamento de Débitos",B,20000,9.45,0,0.45,N,8
22,21600,Hipotecada,NULL,Educacao,A,4025,5.42,0,0.19,N,4
24,60000,Alugada,2,Pessoal,B,25000,11.11,1,0.42,N,3
24,52582,Alugada,5,Medico,B,8500,10.62,0,0.16,N,2
27,35000,Alugada,3,Medico,B,10000,9.88,0,0.29,N,8
25,30000,Alugada,6,Medico,B,4000,9.76,0,0.13,N,3
25,120000,Hipotecada,2,Educacao,B,13000,9.99,0,0.11,N,4
22,37000,Alugada,4,Educacao,A,5700,5.42,0,0.15,N,4
27,29238,Alugada,8,"Melhoria do lar",C,10000,12.99,1,0.34,N,6
43,36000,Hipotecada,NULL,"Melhoria do lar",A,4000,6.62,1,0.11,N,16
31,65000,Alugada,13,Medico,B,13000,NULL,0,0.2,N,8
22,71200,Alugada,2,Empreendimento,B,11000,12.42,0,0.15,N,2
24,91000,Hipotecada,8,"Melhoria do lar",B,10000,10.99,0,0.11,N,4
27,48000,Alugada,9,"Pagamento de Débitos",C,14000,13.79,1,0.29,N,10
21,19500,Hipotecada,0,Educacao,B,15000,9.64,1,0.77,N,2
29,158000,Propria,1,Medico,A,20000,6.54,0,0.13,N,5
24,45000,,2,"Pagamento de Débitos",,7800,11.83,0,0.09,N,3
42,120000,Hipotecada,18,Pessoal,B,6000,10.38,0,0.05,N,11
24,67000,Hipotecada,2,"Melhoria do lar",B,12150,10.37,0,0.18,N,3
23,145000,Hipotecada,0,Educacao,A,14400,5.79,0,0.1,N,4
23,55000,Alugada,3,Empreendimento,C,14000,11.66,0,0.25,N,3
44,30160,Hipotecada,4,Pessoal,C,7500,NULL,0,0.25,N,16
44,12000,Propria,5,"Melhoria do lar",B,2000,9.88,1,0.17,N,11
32,99996,Hipotecada,16,"Melhoria do lar",A,7000,7.14,0,0.07,N,9
33,63996,Hipotecada,15,Educacao,A,3200,5.42,0,0.05,N,8
23,45000,Alugada,4,Pessoal,C,4800,13.98,0,0.11,Y,2
47,1362000,Hipotecada,9,Empreendimento,A,6600,7.74,0,0,N,17
26,30000,Alugada,2,Empreendimento,B,3500,NULL,0,0.12,N,2
30,26400,Alugada,14,"Pagamento de Débitos",C,3250,14.35,1,0.12,N,9
26,34320,Alugada,2,Educacao,A,9000,6.62,1,0.26,N,2
28,148000,Hipotecada,0,"Melhoria do lar",D,15000,15.65,1,0.1,Y,5
23,27600,Alugada,6,Educacao,A,6800,8.9,0,0.25,N,3
35,NULL,Hipotecada,0,,B,7200,10.59,0,0.17,N,3
44,91000,Hipotecada,14,,,9600,11.99,0,0.27,N,4
24,50000,Alugada,2,Empreendimento,B,NULL,7.14,0,NULL,N,9
30,75000,Alugada,9,Pessoal,D,25000,15.2,1,0.33,N,5
34,51000,Alugada,1,Medico,A,6000,5.99,0,0.12,N,6
26,17500,Propria,10,Pessoal,A,5500,NULL,1,0.31,N,2
21,60000,Hipotecada,5,"Pagamento de Débitos",A,10000,5.99,0,0.17,N,2
36,60996,Hipotecada,8,"Pagamento de Débitos",B,15000,9.63,0,0.25,N,14
29,85000,Hipotecada,9,Medico,B,15000,10.65,0,0.18,N,9
46,52800,Hipotecada,1,Medico,A,2800,6.76,0,0.05,N,14
22,68250,Alugada,4,Educacao,F,6000,19.13,0,0.09,Y,3
24,39000,Alugada,4,"Melhoria do lar",C,8000,NULL,1,0.21,N,2
29,70000,Alugada,2,Pessoal,A,4350,NULL,0,0.06,N,8
30,22000,Propria,4,Empreendimento,C,2000,13.57,0,0.09,N,9
29,140000,Hipotecada,4,Educacao,C,16775,14.27,0,0.12,Y,10
28,24000,Alugada,0,Educacao,B,5000,11.86,0,0.21,N,8
28,85000,Alugada,8,Educacao,B,8000,11.71,0,0.09,N,6
35,130000,Hipotecada,15,"Melhoria do lar",C,7000,13.98,0,0.05,Y,5
24,24000,Alugada,0,Medico,B,5375,10.99,0,0.22,N,3
37,65000,Alugada,2,"Pagamento de Débitos",A,10000,5.42,0,0.15,N,14
27,40000,Propria,11,Educacao,A,6400,9.32,0,0.16,N,6
28,63600,Hipotecada,12,"Pagamento de Débitos",A,3000,NULL,0,0.05,N,7
31,74797,Hipotecada,1,Medico,D,10000,15.58,1,0.11,Y,6
29,28000,Alugada,9,Medico,A,13200,6.17,1,0.47,N,10
26,45000,Hipotecada,5,Pessoal,A,14650,7.49,0,0.33,N,2
28,48000,Alugada,0,"Melhoria do lar",C,7000,12.68,1,0.15,N,10
25,57000,Alugada,9,"Melhoria do lar",C,1500,NULL,0,0.03,N,3
24,35000,Alugada,0,Medico,A,1800,7.14,0,0.05,N,2
23,36000,Alugada,5,Educacao,B,10000,9.99,0,0.28,N,2
26,69063,Hipotecada,NULL,"Melhoria do lar",A,6625,7.66,0,0.1,N,4
35,35300,Alugada,0,Educacao,C,NULL,6.99,0,NULL,N,15
28,33600,Alugada,0,Medico,D,13000,14.61,1,0.39,N,8
21,12000,Propria,6,Educacao,C,3000,13.61,1,0.25,Y,3
22,66396,Hipotecada,6,Educacao,C,15000,13.48,0,0.23,N,2
31,56000,Hipotecada,3,Medico,A,12000,6.54,0,0.21,N,5
27,90000,Hipotecada,4,"Pagamento de Débitos",A,15000,NULL,0,0.17,N,6
29,31836,Alugada,2,Educacao,D,6400,14.96,1,0.2,Y,5
26,75000,Hipotecada,4,Educacao,A,12000,6.92,0,0.16,N,4
24,24000,Hipotecada,3,Medico,A,8000,5.99,0,0.33,N,4
23,36000,Propria,3,Educacao,A,8500,7.51,0,0.24,N,3
26,155142,Hipotecada,6,Pessoal,D,23000,18.25,0,0.15,N,2
22,35000,Alugada,6,Medico,B,5000,NULL,0,0.14,N,4
35,57600,Hipotecada,19,Pessoal,A,2000,6.76,1,0.03,N,9
39,24000,Alugada,1,"Pagamento de Débitos",A,8500,7.49,1,0.35,N,12
26,130000,Hipotecada,2,Medico,A,18000,7.9,0,0.14,N,2
22,90000,Hipotecada,6,Educacao,A,16000,6.03,0,0.18,N,4
30,85000,Alugada,5,Empreendimento,D,5000,15.05,0,0.06,N,9
28,35380,Hipotecada,9,Educacao,C,2050,15.96,0,0.06,Y,8
25,75000,Alugada,0,Pessoal,B,20000,10.38,0,0.27,N,3
26,62000,Alugada,7,Pessoal,C,8000,12.99,0,0.13,N,4
25,59000,Alugada,4,Medico,B,15000,9.99,1,0.25,N,3
28,88365,Alugada,9,Educacao,D,12000,16.29,0,0.14,N,6
23,59000,Alugada,0,"Melhoria do lar",D,9000,15.28,1,0.15,N,4
25,56655,Hipotecada,9,Empreendimento,C,20000,13.61,0,0.35,N,2
NULL,134500,,9,"Pagamento de Débitos",C,19800,15.57,0,0.26,Y,2
24,30000,Alugada,1,Empreendimento,A,4000,7.49,0,0.13,N,4
26,76000,Hipotecada,10,"Melhoria do lar",A,5425,8.49,0,0.07,N,3
23,15000,Propria,4,"Pagamento de Débitos",C,4000,13.98,1,0.27,N,4
32,90000,Alugada,0,Pessoal,A,8000,7.88,0,0.09,N,5
24,64000,Alugada,8,"Melhoria do lar",C,1300,13.49,1,0.02,N,3
45,75000,Hipotecada,2,Educacao,B,15000,NULL,0,0.2,N,12
24,48000,Alugada,7,Pessoal,C,10000,14.22,0,0.21,Y,4
22,166000,Hipotecada,1,Pessoal,B,23450,11.36,0,0.14,N,2
22,42996,Alugada,3,Pessoal,C,4800,11.03,0,0.11,N,4
32,41000,Hipotecada,2,Pessoal,D,8000,15.05,0,0.2,N,9
34,45000,Propria,0,Empreendimento,A,7000,5.42,0,0.16,N,5
24,98450,Alugada,8,Educacao,C,2700,13.49,0,0.03,N,4
25,29000,Alugada,3,"Pagamento de Débitos",D,5000,15.7,1,0.17,Y,3
23,85000,Hipotecada,2,Educacao,A,5000,5.42,0,0.06,N,2
25,57996,Alugada,5,Educacao,B,7400,10.36,0,0.13,N,2
27,78000,Propria,4,Medico,B,6000,12.18,0,0.08,N,5
